1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
05-08-23,19:59:02,3318.000,-8,-14,-10,13,-2.3,1.6,-0.72,37.2,0,20,38,38,25,0.0,0,0,33.0,0.0,0.95,1384
05-08-23,20:04:03,331.800,-8,-19,-10,9,-2.4,1.6,-0.72,37.3,0,20,38,38,25,0.0,0,0,33.0,0.0,0.98,1390
05-08-23,20:19:04,331.278,-9,-18,-11,9,-2.3,1.6,-0.71,37.2,0,20,38,38,25,49.9,0,2,102.5,8.4,0.89,1306
05-08-23,22:32:05,332.896,3,-10,-7,16,-1.6,1.6,-0.60,36.1,0,21,38,32,19,38.2,0,2,130.1,8.3,0.90,1665
05-08-23,22:56:21,333.896,3,-7,-6,20,-1.6,1.5,-0.57,36.8,0,21,38,33,19,55.9,0,2,138.2,8.4,0.86,1596
06-08-23,0:26:35,335.344,3,-12,-7,14,-1.7,1.5,-0.77,37.3,0,21,38,32,19,43.8,0,2,146.9,8.1,0.92,1898
06-08-23,2:33:31,336.963,3,-11,-7,16,-1.7,1.5,-0.52,37.1,0,21,38,33,19,32.2,0,2,165.6,8.2,0.89,1731
06-08-23,3:23:03,338.005,1,-11,-9,16,-1.7,1.5,-0.78,37.3,0,21,38,33,19,32.2,0,2,156.2,8.2,0.89,1532
06-08-23,7:14:05,339.014,0,0,0,0,0.0,1.5,-0.89,34.2,0,21,38,33,19,52.6,0,2,161.3,8.1,0.91,1537
06-08-23,14:42:55,344.855,-35,1,-28,18,-2.5,1.1,-0.61,39.0,0,20,32,38,31,0.0,3419,0,32.9,0.0,1.09,1300
06-08-23,16:32:56,346.000,0,0,0,0,0.0,0.9,-0.51,38.5,0,20,32,38,31,0.0,4868,0,0.0,0.0,1.05,1311
06-08-23,19:14:42,347.503,-26,-12,-18,3,-2.1,0.0,-0.33,38.0,0,19,32,38,31,29.5,0,2,144.2,8.3,0.89,1479
06-08-23,19:29:42,346.984,0,0,0,0,0.0,0.0,0.00,0.0,0,0,0,0,0,0.0,3911,0,0.0,0.0,0.00,0
06-08-23,20:36:43,348.002,-21,16,-20,32,-1.8,0.1,-0.30,37.3,0,20,32,33,25,32.0,0,2,140.6,8.1,0.91,1626
06-08-23,21:56:32,349.262,-29,-16,-29,1,-1.8,-1.0,-0.17,39.7,0,20,35,36,25,26.5,0,2,170.8,7.9,0.91,1713
07-08-23,0:41:35,351.017,-34,-14,-23,4,-1.5,-0.6,0.01,36.4,0,20,35,42,32,32.2,0,2,160.0,8.2,0.91,1596
07-08-23,1:23:10,352.070,-33,-11,-22,5,-1.3,-1.2,0.03,37.5,0,20,35,42,32,0.0,1781,0,32.8,0.0,0.94,1068
07-08-23,2:31:52,353.145,-30,-22,-17,-2,-0.7,-1.2,0.15,37.8,0,20,37,44,32,0.0,3509,0,32.7,0.0,0.93,1349
07-08-23,7:20:29,354.142,-22,-21,-10,3,-0.6,-0.9,0.22,35.0,0,20,40,46,32,35.0,0,2,129.7,8.4,0.96,1546
07-08-23,13:44:16,360.000,0,0,0,0,0.0,0.0,0.00,0.0,0,0,0,0,0,0.0,3665,0,0.0,0.0,0.00,0
07-08-23,16:28:59,361.500,-14,3,-11,17,1.9,1.2,-0.03,38.5,0,20,30,26,22,0.0,4519,0,0.0,0.0,0.94,1426
07-08-23,20:33:47,363.070,-6,-11,-1,11,2.3,1.1,0.10,36.3,0,20,35,32,22,38.2,0,2,118.2,8.1,0.95,1638
07-08-23,20:56:16,364.096,-6,-12,-2,10,2.3,1.3,0.14,37.1,0,20,35,32,22,29.0,0,2,149.2,8.4,0.84,1540
07-08-23,22:35:48,365.096,0,0,0,0,0.0,2.2,0.38,38.2,0,24,37,29,19,26.5,0,2,148.0,8.4,0.90,1717
08-08-23,1:03:21,366.983,10,-3,4,16,1.8,2.0,0.51,37.6,0,24,35,26,19,0.0,2356,0,32.7,0.0,0.94,1452
08-08-23,2:11:55,368.303,0,0,0,0,0.0,2.0,0.65,37.9,0,26,37,26,19,26.5,0,2,163.0,8.1,0.80,1569
08-08-23,6:38:41,369.341,0,0,0,0,0.0,1.9,0.36,34.5,0,26,35,24,19,32.2,0,2,163.3,8.2,0.95,1648
08-08-23,9:28:44,368.836,0,0,0,0,0.0,0.0,0.00,0.0,0,0,0,0,0,0.0,33,0,0.0,0.0,0.00,0
08-08-23,10:33:46,372.017,0,0,0,0,0.0,0.2,0.11,38.2,0,20,30,25,20,26.4,0,2,128.6,8.3,0.88,1461
08-08-23,12:40:22,375.059,0,0,0,0,0.0,-1.0,-0.20,39.3,0,20,30,25,20,35.2,0,2,153.4,8.0,0.90,1532
08-08-23,19:07:59,376.101,0,0,0,0,0.0,-1.3,-0.09,32.8,0,30,40,24,20,18.5,0,2,119.0,8.5,0.92,1286
09-08-23,3:31:37,378.801,0,0,0,0,0.0,-3.1,0.17,35.6,0,31,51,37,21,0.0,50,0,32.7,0.0,0.95,1424
09-08-23,4:16:39,380.000,0,0,0,0,0.0,-2.6,0.19,36.8,0,31,51,37,21,0.0,4662,0,32.7,0.0,0.95,1245
09-08-23,8:09:56,381.000,0,0,0,0,0.0,0.0,0.00,0.0,0,0,0,0,0,0.0,924,0,0.0,0.0,0.00,0
09-08-23,15:31:41,383.906,24,-23,7,11,0.5,-0.4,-0.19,38.5,0,30,55,41,20,0.0,2067,0,0.0,0.0,0.97,1385
09-08-23,20:02:45,384.947,26,-31,9,5,0.5,0.5,-0.05,36.3,0,30,55,41,20,20.4,0,2,135.0,8.2,0.81,1519
09-08-23,20:49:04,386.102,18,-29,-2,9,-0.5,1.5,-0.01,37.1,0,30,55,41,20,17.9,0,2,115.8,8.3,0.82,1406
09-08-23,22:57:45,387.156,20,-27,-1,15,-1.3,2.7,0.06,36.3,0,30,55,41,20,0.0,3788,0,32.6,0.0,0.89,1359
10-08-23,0:00:30,388.205,18,-20,-4,18,-2.3,4.5,0.11,37.0,0,29,49,36,20,29.2,0,2,113.5,8.3,0.90,1480
10-08-23,0:19:56,389.204,19,-18,1,21,-2.8,4.8,0.15,37.2,0,25,46,36,20,23.5,0,2,101.8,8.5,0.86,1769
10-08-23,2:39:27,390.221,0,0,0,0,0.0,6.6,0.34,36.7,0,24,34,25,19,32.0,0,2,110.5,8.2,0.86,1526
10-08-23,3:05:29,391.296,15,-1,-3,21,-3.5,7.5,0.41,37.0,0,24,28,20,19,58.6,0,2,198.6,8.5,0.84,1770
10-08-23,3:56:46,392.344,13,0,-5,21,-3.7,7.4,0.42,37.2,0,24,28,20,19,37.7,0,2,156.7,8.3,0.89,1719
10-08-23,11:49:19,396.087,-1,25,-4,23,-2.9,5.7,-0.19,39.0,0,25,18,18,31,32.2,0,2,146.7,8.0,0.92,1651
10-08-23,15:17:19,398.743,0,0,0,0,0.0,4.2,-0.49,38.8,0,26,20,26,38,0.0,5130,0,32.6,0.0,0.95,1087
11-08-23,3:36:37,401.103,-14,3,-12,10,-2.3,2.3,-0.03,37.0,0,19,21,25,25,17.4,0,2,165.4,8.1,0.83,1996
11-08-23,3:45:43,403.376,-14,3,-12,9,-2.2,1.9,-0.02,37.1,0,19,21,25,25,23.4,0,2,156.5,8.2,0.90,1906
11-08-23,4:16:37,404.400,-13,5,-12,12,-2.1,1.5,-0.01,37.5,0,19,23,25,25,2.6,4329,0,0.0,0.0,0.90,1744
12-08-23,14:01:50,407.410,0,0,0,0,0.0,0.0,0.00,0.0,0,0,0,0,0,0.0,3466,0,0.0,0.0,0.00,0
12-08-23,19:14:20,408.908,-36,-1,-34,3,-2.6,-1.5,-0.52,37.1,0,18,26,28,26,29.2,0,2,146.3,7.9,0.75,1649
13-08-23,0:38:05,410.405,-28,-24,-21,-16,-1.5,-2.4,-0.67,35.6,0,18,29,34,27,40.8,0,2,146.6,7.9,0.77,1554
13-08-23,1:02:31,411.510,0,0,0,0,0.0,-2.9,-0.74,36.3,0,19,36,40,27,0.0,3499,0,32.9,0.0,0.89,1718
13-08-23,1:23:57,412.704,-21,-21,-15,-1,-1.0,-2.7,-0.60,36.7,0,17,36,40,24,0.0,4363,0,32.7,0.0,0.86,1622
13-08-23,9:27:54,416.059,0,0,0,0,0.0,0.0,0.00,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.00,0
13-08-23,13:05:03,419.425,-23,-2,-13,18,-0.2,-1.5,-0.58,38.7,0,18,36,40,28,0.0,0,0,0.0,0.0,0.88,1278
13-08-23,16:04:28,421.378,0,0,0,0,0.0,-0.9,-0.68,38.8,0,18,36,38,26,0.0,4240,0,32.6,0.0,0.94,1255
13-08-23,20:43:40,422.387,0,0,0,0,0.0,-0.2,-0.53,37.0,0,18,36,38,26,0.0,37,0,32.7,0.0,0.83,1554
13-08-23,22:32:45,423.469,0,0,0,0,0.0,0.2,-0.47,37.1,0,18,36,38,26,29.0,0,2,122.1,8.2,0.73,1482
14-08-23,0:02:27,424.546,0,0,0,0,0.0,0.9,-0.43,37.7,0,18,36,38,26,26.0,0,2,141.3,8.1,0.75,1545
14-08-23,1:25:56,425.619,11,-24,13,3,2.2,0.7,-0.46,36.8,0,18,37,32,18,40.8,0,2,115.8,8.3,0.78,1572
14-08-23,2:35:53,426.622,11,-24,11,4,2.2,1.1,-0.74,37.7,0,18,37,32,17,14.8,0,2,101.6,8.2,0.75,1711
14-08-23,3:12:20,428.044,17,-24,11,4,2.3,1.3,-0.74,37.7,0,22,40,31,17,38.2,0,2,161.3,8.1,0.75,1892
14-08-23,12:43:02,431.540,-31,11,-38,43,0.9,2.1,-0.57,38.9,0,22,42,34,18,0.0,3326,0,0.0,0.0,0.96,1263
14-08-23,16:32:59,434.484,-10,-6,-13,14,1.0,2.6,-0.56,39.0,0,21,32,26,20,0.0,5154,0,32.8,0.0,0.90,1478
14-08-23,20:51:29,435.565,-2,-15,-3,5,1.3,2.4,-0.80,37.3,0,20,32,26,20,19.2,0,2,155.0,7.9,0.70,1497
14-08-23,21:20:21,436.624,0,-16,-1,4,1.5,2.5,-0.70,37.6,0,20,32,26,20,38.2,0,2,158.7,8.3,0.63,1567
14-08-23,23:40:56,437.664,18,-25,15,-5,0.9,2.4,-0.53,36.9,0,20,32,26,20,38.3,0,2,150.1,8.4,0.75,1593
15-08-23,8:33:27,440.627,34,-10,31,6,1.5,1.9,-0.44,37.2,0,22,32,26,20,43.9,0,2,145.7,8.1,0.81,1570
15-08-23,12:34:39,443.569,0,0,0,0,0.0,0.0,0.00,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.00,0
15-08-23,15:38:07,446.658,0,0,0,0,0.0,1.1,-0.26,38.3,0,30,44,30,20,41.3,3359,0,139.8,8.4,0.85,1575
15-08-23,15:58:09,446.136,0,0,0,0,0.0,1.0,-0.28,38.4,0,30,44,30,20,0.0,5124,0,32.9,0.0,0.94,1543
15-08-23,21:20:48,447.179,30,-19,12,2,0.0,1.3,-0.23,37.0,0,30,44,30,20,32.2,0,2,124.4,8.3,0.68,1657
15-08-23,21:50:48,448.411,0,0,0,0,0.0,1.2,-0.21,37.4,0,30,44,30,20,0.0,3994,0,32.8,0.0,0.79,1535
16-08-23,1:56:29,449.795,0,0,0,0,0.0,0.9,-0.15,36.6,0,30,44,30,20,0.0,4619,0,32.7,0.0,0.84,1011
16-08-23,2:36:29,451.066,0,0,0,0,0.0,1.1,-0.17,37.3,0,30,44,30,20,37.8,0,2,142.5,8.3,0.76,1659
16-08-23,4:08:24,452.903,0,0,0,0,0.0,1.2,-0.14,37.8,0,28,42,30,20,0.0,3878,0,32.7,0.0,0.80,1539
16-08-23,11:04:47,455.102,0,0,0,0,0.0,1.4,-0.16,38.3,0,20,34,34,24,18.9,0,2,125.8,8.1,0.91,1515
16-08-23,15:48:00,458.755,0,0,0,0,0.0,1.4,-0.29,39.0,0,20,34,34,24,23.4,0,2,127.8,8.4,0.80,1485
16-08-23,19:49:08,459.810,0,0,0,0,0.0,1.1,-0.19,37.5,0,20,34,34,24,29.2,0,2,105.2,8.2,0.77,1304
16-08-23,20:40:15,460.891,0,0,0,0,0.0,0.8,-0.14,37.9,0,20,34,34,24,0.0,0,2,68.1,8.5,0.76,1034
16-08-23,21:07:05,461.910,0,0,0,0,0.0,1.1,-0.10,38.0,0,19,34,34,24,35.2,0,2,170.4,8.3,0.83,1744
16-08-23,23:57:13,462.956,0,0,0,0,0.0,0.8,-0.03,37.4,0,20,34,34,24,0.0,5090,0,32.7,0.0,0.82,1175
17-08-23,3:02:23,464.584,-43,-13,-44,7,-2.0,0.8,0.01,34.7,0,20,34,34,24,26.4,0,2,98.5,8.5,0.77,1180
17-08-23,3:53:00,465.822,0,0,0,0,0.0,0.6,0.04,37.2,0,20,37,38,25,17.4,0,2,80.1,8.5,0.66,1152
17-08-23,8:34:56,467.000,0,0,0,0,0.0,0.0,0.00,0.0,0,0,0,0,0,0.0,37,0,0.0,0.0,0.00,0
17-08-23,12:31:39,470.750,0,0,0,0,0.0,0.0,0.00,0.0,0,0,0,0,0,0.0,27,0,0.0,0.0,0.00,0
17-08-23,16:00:26,473.750,4,0,0,26,-0.5,0.7,-0.54,38.7,0,20,38,34,20,0.0,5672,0,0.0,0.0,0.92,1337
19-08-23,9:59:49,476.806,0,0,0,0,0.0,1.7,-0.60,37.1,0,19,32,32,24,0.0,4775,0,0.0,0.0,0.89,1460
19-08-23,15:18:28,479.832,5,23,8,23,0.3,1.3,-0.58,37.7,0,20,20,20,24,30.5,0,2,113.1,8.2,0.80,1359
19-08-23,16:49:06,481.404,-18,7,-17,13,-0.1,1.1,-0.44,37.8,0,19,23,22,22,29.0,0,2,150.9,7.9,0.77,1778
19-08-23,19:28:09,482.934,7,2,7,11,0.3,0.7,-0.40,37.1,0,20,27,25,22,5.6,0,2,138.9,8.3,0.79,1447
19-08-23,20:16:45,483.985,-1,-10,-3,-1,0.6,0.0,-0.37,37.5,0,22,30,26,22,23.5,0,2,143.0,8.1,0.78,1367
19-08-23,21:06:24,485.025,7,-13,6,1,0.2,-0.2,-0.36,37.9,0,22,34,31,23,23.4,0,2,164.7,7.9,0.77,1896
19-08-23,23:23:17,486.075,8,-18,4,-3,0.2,-0.1,-0.35,36.2,0,25,37,32,24,20.9,0,2,135.9,8.1,0.77,1723
20-08-23,0:13:57,487.102,2,-18,-1,-5,0.6,-0.6,-0.34,37.1,0,25,37,32,24,20.4,0,2,143.8,8.4,0.76,1453
20-08-23,2:31:50,488.142,10,-24,6,-10,0.3,-1.3,-0.30,37.8,0,26,40,34,25,0.0,4801,0,32.7,0.0,0.81,1268
20-08-23,6:27:02,489.196,0,0,0,0,0.0,-1.3,-0.31,35.2,0,26,46,38,24,6.0,2176,0,88.6,8.4,0.78,1367
20-08-23,9:28:40,491.816,-1,-15,-4,7,0.0,-0.1,-0.36,37.9,0,24,41,36,24,0.0,1236,0,32.9,0.0,0.82,1266
20-08-23,14:29:54,494.607,0,0,0,0,0.0,1.0,-0.66,39.1,0,24,38,34,24,0.0,4157,0,32.7,0.0,0.85,1152
20-08-23,17:39:04,496.322,-4,-14,-9,7,-0.5,1.3,-0.62,38.5,0,24,39,33,24,26.5,0,2,66.6,8.5,0.82,1013
20-08-23,18:32:56,497.437,0,0,0,0,0.0,1.3,-0.66,38.8,0,24,39,33,24,26.0,0,2,68.6,8.5,0.82,969
20-08-23,21:56:00,498.505,-4,-14,-8,7,-0.5,1.4,-0.73,36.7,0,23,38,33,24,23.4,0,2,116.3,8.3,0.83,1285
20-08-23,22:56:01,500.044,1,-14,-4,9,-0.5,1.6,-0.72,37.8,0,23,38,33,24,32.5,0,2,98.7,8.2,0.81,1078
20-08-23,23:56:57,501.407,0,0,0,0,0.0,2.0,-0.66,38.2,0,23,35,31,24,3.0,6243,0,33.0,0.0,0.85,1248
21-08-23,0:11:58,500.857,0,0,0,0,0.0,0.0,0.00,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.00,0
21-08-23,2:17:01,502.327,6,-13,0,5,-0.7,2.6,-0.61,37.8,0,24,34,29,23,35.2,0,2,96.6,8.5,0.82,1215
21-08-23,3:39:41,503.482,65,13,60,31,-0.1,2.4,-0.60,38.2,0,24,34,29,23,0.0,7016,0,0.0,0.0,0.83,1376
21-08-23,11:36:29,507.000,6,4,1,14,-0.7,1.6,-0.53,38.7,0,24,30,26,24,0.0,5782,0,0.0,0.0,0.90,1029
21-08-23,15:12:53,509.853,0,0,0,0,0.0,0.2,-0.55,38.8,0,20,34,29,20,0.0,5180,0,0.0,0.0,0.82,1281
21-08-23,16:42:18,510.919,8,-12,4,12,-1.0,0.2,-0.50,37.8,0,20,38,34,21,29.5,0,2,108.4,8.2,0.78,1391
21-08-23,18:04:56,511.941,8,-20,2,5,-1.0,0.5,-0.40,38.5,0,20,38,34,20,26.5,0,2,109.3,8.5,0.74,1566
21-08-23,20:31:25,513.022,8,-11,2,14,-1.1,0.2,-0.36,36.6,0,20,38,34,20,26.8,0,2,159.3,8.1,0.67,1619
21-08-23,22:05:18,514.095,9,-10,2,11,-1.3,0.7,-0.33,37.8,0,20,35,30,20,17.4,0,2,137.4,8.3,0.77,1894
21-08-23,23:09:04,515.196,0,0,0,0,0.0,0.8,-0.29,38.0,0,20,34,30,20,26.0,0,2,158.5,8.0,0.75,1810
22-08-23,2:02:32,516.204,0,0,0,0,0.0,0.8,-0.27,37.0,0,20,34,32,22,14.8,0,2,133.7,8.2,0.75,1762
22-08-23,3:19:20,517.509,-37,-4,-41,15,-1.7,0.3,-0.30,37.8,0,20,34,32,22,18.9,0,2,73.4,8.4,0.74,1045
22-08-23,7:15:13,518.517,0,0,0,0,0.0,0.6,-0.49,36.5,0,20,34,31,22,8.8,1565,0,33.3,0.0,0.81,1330
22-08-23,7:25:14,517.999,0,0,0,0,0.0,0.5,-0.49,36.9,0,20,34,31,22,0.0,0,2,44.7,2.4,0.81,1122
22-08-23,8:45:16,519.000,0,0,0,0,0.0,0.0,0.00,0.0,0,0,0,0,0,0.0,249,0,0.0,0.0,0.00,0
22-08-23,13:05:21,521.801,0,0,0,0,0.0,0.6,-0.74,39.0,0,20,22,22,25,0.0,6953,0,32.6,0.0,0.79,1276
22-08-23,22:29:04,523.164,5,-9,8,0,-0.6,1.3,-0.69,43.2,0,20,26,26,25,0.0,6277,0,32.8,0.0,0.81,1477
23-08-23,0:28:22,524.169,12,-14,13,-4,-0.9,1.4,-0.66,44.8,0,20,27,27,25,23.4,0,4,123.6,8.2,0.78,1828
23-08-23,2:13:55,525.180,11,-11,13,-1,-0.8,1.1,-0.65,40.6,0,20,27,27,25,0.0,0,4,89.8,8.3,0.75,1296
23-08-23,3:53:23,526.204,0,0,0,0,0.0,1.1,-0.60,44.2,0,21,28,27,25,17.8,0,4,122.4,8.3,0.82,1654
23-08-23,8:01:43,528.053,-18,-11,-17,-3,-0.6,0.5,-0.60,43.9,0,21,28,27,25,17.4,0,4,127.2,8.2,0.75,1342
23-08-23,22:17:09,532.000,0,0,0,0,0.0,0.1,-0.60,33.2,0,20,24,19,22,0.0,8,0,31.9,0.0,0.80,1329
24-08-23,1:09:03,533.426,-17,-28,-19,-15,-0.7,0.2,-0.49,38.2,0,20,31,28,23,0.0,0,0,32.9,0.0,0.96,1753
24-08-23,7:59:10,534.428,-19,-16,-22,-5,-0.7,0.5,-0.48,35.5,0,20,29,26,22,11.8,0,4,149.5,8.3,0.76,2130
27-08-23,10:45:06,536.009,0,0,0,0,0.0,0.4,-0.66,34.4,0,21,35,31,23,17.8,0,4,89.4,8.4,0.65,1449
27-08-23,13:36:16,537.014,0,0,0,0,0.0,0.7,-0.62,34.6,0,21,35,33,23,32.2,0,4,164.3,8.2,0.72,1891
27-08-23,15:27:22,538.085,0,0,0,0,0.0,1.1,-0.58,38.3,0,21,35,33,23,17.8,0,4,109.3,8.1,0.69,1925
27-08-23,17:04:32,539.115,-41,-32,-41,-12,0.1,0.8,-0.56,39.2,0,21,35,33,24,11.8,0,4,89.8,8.5,0.78,1687
27-08-23,19:24:33,540.202,-18,-10,-20,9,-0.2,0.7,-0.58,37.0,0,21,35,32,23,23.4,0,4,153.9,8.2,0.75,1920
27-08-23,23:50:27,543.000,0,0,0,0,0.0,0.0,0.00,0.0,0,0,0,0,0,0.0,37,0,0.0,0.0,0.00,0
28-08-23,3:18:23,544.500,-27,-19,-24,4,-0.4,0.4,-0.65,36.3,0,21,38,38,26,0.0,4712,0,0.0,0.0,0.85,1187
28-08-23,7:41:23,546.202,0,0,0,0,0.0,1.2,-0.64,37.1,0,20,42,46,29,23.4,0,4,126.8,8.4,0.74,1512
28-08-23,11:11:07,547.219,0,0,0,0,0.0,1.8,-0.62,37.6,0,20,42,46,29,23.4,0,4,136.0,8.2,0.80,1534
28-08-23,12:48:56,548.405,0,0,0,0,0.0,2.5,-0.61,38.4,0,20,41,49,34,29.2,0,4,110.9,8.1,0.79,1669
28-08-23,15:40:27,549.475,0,0,0,0,0.0,2.9,-0.58,37.7,0,20,37,49,36,0.0,0,2,32.8,0.0,0.87,1588
28-08-23,19:20:02,551.708,0,0,0,0,0.0,0.0,0.00,0.0,0,0,0,0,0,0.0,1329,0,0.0,0.0,0.00,0
28-08-23,22:59:58,553.047,-11,-12,-7,17,3.1,3.9,-0.67,39.0,0,20,35,30,20,0.0,0,4,74.8,8.5,0.79,1255
28-08-23,23:48:42,554.076,-8,-6,-4,23,3.6,4.4,-0.65,39.2,0,20,35,29,20,26.5,0,4,145.1,8.1,0.77,1916
29-08-23,0:36:02,555.370,-7,-2,-6,27,4.2,4.4,-0.68,39.3,0,20,34,26,16,17.8,0,4,118.5,8.2,0.76,1631
29-08-23,3:43:14,556.374,-6,5,2,29,4.4,4.6,-0.68,39.4,0,19,30,26,20,26.4,0,4,122.2,8.0,0.78,1485
